games, batters, inn,  PA,  AB,  R,  H, X2B, X3B, HR, RBI, BB, SO, SF, GDP,    BA,   OBP,   SLG,   OPS,    SA,     RC,     XR
    6,      64,  25, 136, 122, 30, 49,   5,   5,  6,  30, 14,  2,  0,   2, 0.402, 0.463, 0.672, 1.135, 0.385, 34.280, 31.374
