games, batters, inn,  PA,  AB,  R,   H, X2B, X3B, HR, RBI, BB, SO, SF, GDP,    BA,   OBP,   SLG,   OPS,    SA,     RC,     XR
   11,     137,  61, 351, 324, 99, 150,  17,   4, 15,  99, 24, 12,  2,   0, 0.463, 0.497, 0.679, 1.176, 0.290, 97.698, 89.200
