seasons, games, batters, inn,   PA,   AB,   R,   H, X2B, X3B, HR, RBI,  BB,  SO, SF, GDP,    BA,   OBP,   SLG,   OPS,    SA,      RC,      XR
     10,    68,     776, 381, 1943, 1784, 424, 757,  81,  37, 66, 415, 149, 123,  9,  17, 0.424, 0.467, 0.622, 1.089, 0.281, 477.372, 449.740
