    season, game,    batter, inn, PA, AB, R, H, X2B, X3B, HR, RBI, BB, SO, SF, GDP,    BA,   OBP,   SLG,   OPS
2011summer,    5,    FrankH,   5,  2,  2, 0, 1,   0,   0,  0,   0,  0,  0,  0,   0, 0.500, 0.500, 0.500, 1.000
2011summer,   11,    FrankH,   5,  2,  2, 0, 0,   0,   0,  0,   0,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
2011summer,   12,    FrankH,   5,  2,  2, 0, 2,   1,   0,  0,   1,  0,  0,  0,   0, 1.000, 1.000, 1.500, 2.500
  2012fall,    1,    FrankH,   6,  3,  3, 1, 2,   0,   0,  0,   0,  0,  0,  0,   0, 0.667, 0.667, 0.667, 1.333
  2012fall,    2,    FrankH,   5,  3,  3, 0, 1,   0,   0,  0,   0,  0,  0,  0,   0, 0.333, 0.333, 0.333, 0.667
  2012fall,    4,    FrankH,   3,  2,  1, 0, 0,   0,   0,  0,   0,  1,  0,  0,   0, 0.000, 0.500, 0.000, 0.500
2013summer,    4,    FrankH,   7,  2,  2, 0, 0,   0,   0,  0,   0,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
  2010fall,    2,   Jeffrey,   5,  3,  3, 1, 3,   1,   0,  0,   0,  0,  0,  0,   0, 1.000, 1.000, 1.333, 2.333
  2010fall,    4,   Jeffrey,   4,  3,  2, 1, 2,   0,   0,  0,   0,  1,  0,  0,   0, 1.000, 1.000, 1.000, 2.000
  2010fall,    5,   Jeffrey,   3,  2,  2, 0, 1,   0,   0,  0,   0,  0,  0,  0,   0, 0.500, 0.500, 0.500, 1.000
  2010fall,    6,   Jeffrey,   7,  3,  3, 0, 1,   0,   0,  0,   1,  0,  0,  0,   0, 0.333, 0.333, 0.333, 0.667
2010summer,    1,   Jeffrey,   5,  1,  1, 0, 0,   0,   0,  0,   0,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
2010summer,    4,   Jeffrey,   2,  1,  1, 0, 1,   0,   0,  0,   0,  0,  0,  0,   0, 1.000, 1.000, 1.000, 2.000
2010summer,    5,   Jeffrey,   3,  1,  1, 0, 1,   0,   0,  0,   0,  0,  0,  0,   0, 1.000, 1.000, 1.000, 2.000
2010summer,    7,   Jeffrey,   5,  3,  3, 0, 1,   0,   0,  0,   0,  0,  0,  0,   0, 0.333, 0.333, 0.333, 0.667
2010summer,    8,   Jeffrey,   5,  2,  2, 0, 1,   0,   0,  0,   1,  0,  1,  0,   0, 0.500, 0.500, 0.500, 1.000
2010summer,   11,   Jeffrey,   7,  3,  3, 0, 1,   0,   0,  0,   0,  0,  0,  0,   0, 0.333, 0.333, 0.333, 0.667
  2011fall,    1,   Jeffrey,   5,  2,  2, 0, 1,   1,   0,  0,   0,  0,  0,  0,   0, 0.500, 0.500, 1.000, 1.500
  2011fall,    3,   Jeffrey,   5,  4,  4, 1, 3,   1,   0,  0,   5,  0,  0,  0,   0, 0.750, 0.750, 1.000, 1.750
  2011fall,    4,   Jeffrey,   6,  4,  4, 0, 2,   0,   0,  0,   1,  0,  1,  0,   1, 0.500, 0.500, 0.500, 1.000
  2011fall,    5,   Jeffrey,   4,  1,  1, 0, 0,   0,   0,  0,   0,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
  2011fall,    6,   Jeffrey,   6,  3,  2, 0, 2,   1,   0,  0,   2,  1,  0,  0,   0, 1.000, 1.000, 1.500, 2.500
2011summer,    2,   Jeffrey,   5,  2,  2, 0, 1,   0,   0,  0,   0,  0,  0,  0,   0, 0.500, 0.500, 0.500, 1.000
2011summer,    4,   Jeffrey,   6,  3,  3, 0, 1,   0,   0,  0,   0,  0,  0,  0,   0, 0.333, 0.333, 0.333, 0.667
2011summer,   10,   Jeffrey,   5,  3,  2, 1, 2,   1,   0,  0,   1,  1,  0,  0,   0, 1.000, 1.000, 1.500, 2.500
2011summer,   11,   Jeffrey,   5,  2,  2, 0, 1,   0,   0,  0,   0,  0,  0,  0,   0, 0.500, 0.500, 0.500, 1.000
2011summer,   12,   Jeffrey,   5,  3,  3, 0, 1,   0,   0,  0,   1,  0,  0,  0,   0, 0.333, 0.333, 0.333, 0.667
  2012fall,    3,   Jeffrey,   6,  4,  4, 1, 2,   0,   1,  0,   0,  0,  0,  0,   0, 0.500, 0.500, 1.000, 1.500
  2012fall,    5,   Jeffrey,   7,  4,  4, 0, 1,   0,   0,  0,   0,  0,  0,  0,   0, 0.250, 0.250, 0.250, 0.500
2012spring,    1,   Jeffrey,   5,  2,  2, 0, 2,   0,   0,  0,   2,  0,  0,  0,   0, 1.000, 1.000, 1.000, 2.000
2012spring,    2,   Jeffrey,   4,  1,  1, 0, 1,   0,   0,  0,   1,  0,  0,  0,   0, 1.000, 1.000, 1.000, 2.000
2012spring,    3,   Jeffrey,   5,  2,  1, 0, 0,   0,   0,  0,   0,  1,  0,  0,   0, 0.000, 0.500, 0.000, 0.500
2012summer,    1,   Jeffrey,   4,  2,  2, 0, 0,   0,   0,  0,   0,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
2012summer,    3,   Jeffrey,   5,  2,  2, 0, 0,   0,   0,  0,   0,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
2012summer,    5,   Jeffrey,   6,  3,  3, 0, 2,   0,   1,  0,   1,  0,  0,  0,   0, 0.667, 0.667, 1.333, 2.000
2012summer,    6,   Jeffrey,   6,  3,  2, 0, 1,   0,   0,  0,   0,  1,  0,  0,   0, 0.500, 0.667, 0.500, 1.167
2012summer,    7,   Jeffrey,   7,  3,  3, 0, 1,   0,   0,  0,   1,  0,  0,  0,   0, 0.333, 0.333, 0.333, 0.667
2012summer,    8,   Jeffrey,   5,  4,  3, 1, 1,   1,   0,  0,   1,  1,  0,  0,   0, 0.333, 0.500, 0.667, 1.167
2012summer,   11,   Jeffrey,   6,  3,  3, 1, 1,   1,   0,  0,   0,  0,  0,  0,   0, 0.333, 0.333, 0.667, 1.000
2012summer,   12,   Jeffrey,   5,  3,  2, 1, 1,   0,   0,  0,   0,  1,  0,  0,   0, 0.500, 0.667, 0.500, 1.167
2013summer,    1,   Jeffrey,   5,  3,  3, 2, 2,   0,   0,  1,   3,  0,  0,  0,   0, 0.667, 0.667, 1.667, 2.333
2013summer,    2,   Jeffrey,   5,  2,  2, 0, 0,   0,   0,  0,   1,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
2013summer,    3,   Jeffrey,   4,  3,  3, 0, 1,   0,   0,  0,   2,  0,  1,  0,   0, 0.333, 0.333, 0.333, 0.667
2013summer,    4,   Jeffrey,   4,  1,  1, 0, 0,   0,   0,  0,   0,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
2013summer,    5,   Jeffrey,   6,  3,  3, 1, 2,   0,   0,  0,   0,  0,  0,  0,   0, 0.667, 0.667, 0.667, 1.333
2011summer,    5,  JeffreyX,   3,  1,  1, 1, 1,   0,   0,  0,   0,  0,  0,  0,   0, 1.000, 1.000, 1.000, 2.000
2012summer,    5,  Jennifer,   6,  3,  3, 0, 2,   0,   0,  0,   1,  0,  0,  0,   0, 0.667, 0.667, 0.667, 1.333
2012summer,    6,  Jennifer,   6,  3,  3, 0, 1,   0,   0,  0,   0,  0,  0,  0,   0, 0.333, 0.333, 0.333, 0.667
2012summer,    7,  Jennifer,   7,  3,  3, 0, 0,   0,   0,  0,   0,  0,  0,  0,   1, 0.000, 0.000, 0.000, 0.000
2012summer,   13,  Jennifer,   7,  3,  2, 0, 2,   0,   0,  0,   0,  1,  0,  0,   0, 1.000, 1.000, 1.000, 2.000
2010summer,    2,    Jeremy,   5,  1,  1, 0, 0,   0,   0,  0,   0,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
2010summer,    4,    Jeremy,   3,  1,  1, 0, 0,   0,   0,  0,   0,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
2010summer,    7,    Jeremy,   2,  1,  1, 0, 1,   0,   0,  0,   0,  0,  0,  0,   0, 1.000, 1.000, 1.000, 2.000
2010summer,   11,    Jeremy,   3,  2,  2, 1, 1,   0,   0,  0,   0,  0,  0,  0,   0, 0.500, 0.500, 0.500, 1.000
  2012fall,    1,    Jeremy,   6,  3,  3, 0, 1,   0,   0,  0,   1,  0,  0,  0,   0, 0.333, 0.333, 0.333, 0.667
2012summer,    4,    Jeremy,   2,  1,  1, 0, 0,   0,   0,  0,   0,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
2012summer,    6,    Jeremy,   2,  1,  1, 0, 1,   0,   0,  0,   0,  0,  0,  0,   0, 1.000, 1.000, 1.000, 2.000
2012summer,    8,    Jeremy,   5,  3,  3, 3, 3,   0,   0,  0,   1,  0,  0,  0,   0, 1.000, 1.000, 1.000, 2.000
2012summer,    9,    Jeremy,   7,  3,  3, 0, 2,   0,   0,  0,   0,  0,  0,  0,   0, 0.667, 0.667, 0.667, 1.333
2012summer,   13,    Jeremy,   7,  3,  3, 1, 1,   0,   0,  0,   0,  0,  0,  0,   0, 0.333, 0.333, 0.333, 0.667
2012spring,    3,     Jiang,   1,  1,  1, 0, 0,   0,   0,  0,   0,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
2012summer,    1,     Jiang,   3,  1,  1, 0, 0,   0,   0,  0,   0,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
2012summer,    2,     Jiang,   3,  1,  1, 0, 0,   0,   0,  0,   0,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
2012summer,    3,     Jiang,   5,  2,  2, 0, 0,   0,   0,  0,   0,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
2012summer,    5,     Jiang,   6,  3,  3, 0, 0,   0,   0,  0,   0,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
2012summer,    6,     Jiang,   4,  1,  1, 0, 1,   0,   0,  0,   0,  0,  0,  0,   0, 1.000, 1.000, 1.000, 2.000
2012summer,    9,     JohnB,   7,  3,  3, 0, 0,   0,   0,  0,   0,  0,  0,  0,   1, 0.000, 0.000, 0.000, 0.000
2011summer,    5,     JohnP,   5,  1,  1, 0, 1,   0,   0,  0,   0,  0,  0,  0,   0, 1.000, 1.000, 1.000, 2.000
  2011fall,    2,     Kelly,   6,  3,  3, 0, 0,   0,   0,  0,   0,  0,  3,  0,   0, 0.000, 0.000, 0.000, 0.000
  2011fall,    3,     Kelly,   4,  2,  2, 0, 1,   0,   0,  0,   0,  0,  1,  0,   0, 0.500, 0.500, 0.500, 1.000
  2011fall,    5,     Kelly,   7,  3,  3, 0, 0,   0,   0,  0,   0,  0,  3,  0,   0, 0.000, 0.000, 0.000, 0.000
  2011fall,    6,     Kelly,   6,  2,  2, 0, 1,   0,   0,  0,   0,  0,  1,  0,   0, 0.500, 0.500, 0.500, 1.000
2011summer,    1,     Kelly,   3,  1,  1, 0, 0,   0,   0,  0,   0,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
2011summer,    2,     Kelly,   5,  1,  1, 0, 0,   0,   0,  0,   0,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
2011summer,    4,     Kelly,   4,  2,  2, 0, 1,   0,   0,  0,   0,  0,  1,  0,   0, 0.500, 0.500, 0.500, 1.000
2011summer,    5,     Kelly,   5,  1,  1, 0, 0,   0,   0,  0,   0,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
2011summer,    6,     Kelly,   3,  2,  2, 0, 0,   0,   0,  0,   0,  0,  1,  0,   0, 0.000, 0.000, 0.000, 0.000
2011summer,   10,     Kelly,   5,  3,  3, 0, 0,   0,   0,  0,   0,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
2011summer,   11,     Kelly,   2,  1,  1, 0, 0,   0,   0,  0,   0,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
2011summer,   12,     Kelly,   2,  1,  1, 0, 0,   0,   0,  0,   0,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
  2012fall,    1,     Kelly,   6,  3,  3, 0, 0,   0,   0,  0,   0,  0,  1,  0,   1, 0.000, 0.000, 0.000, 0.000
  2012fall,    2,     Kelly,   5,  3,  3, 0, 0,   0,   0,  0,   0,  0,  2,  0,   0, 0.000, 0.000, 0.000, 0.000
  2012fall,    4,     Kelly,   6,  4,  3, 0, 0,   0,   0,  0,   0,  1,  0,  0,   0, 0.000, 0.250, 0.000, 0.250
  2012fall,    5,     Kelly,   7,  5,  5, 0, 1,   0,   0,  0,   0,  0,  1,  0,   0, 0.200, 0.200, 0.200, 0.400
2012spring,    1,     Kelly,   5,  2,  1, 0, 0,   0,   0,  0,   0,  1,  1,  0,   0, 0.000, 0.500, 0.000, 0.500
2012spring,    3,     Kelly,   3,  1,  0, 0, 0,   0,   0,  0,   0,  1,  0,  0,   0, 0.000, 1.000, 0.000, 1.000
2012summer,    1,     Kelly,   7,  3,  1, 0, 0,   0,   0,  0,   0,  2,  0,  0,   0, 0.000, 0.667, 0.000, 0.667
  2012fall,    1,       Kim,   6,  3,  3, 0, 0,   0,   0,  0,   0,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
  2012fall,    2,       Kim,   5,  2,  2, 0, 0,   0,   0,  0,   0,  0,  0,  0,   1, 0.000, 0.000, 0.000, 0.000
  2012fall,    3,       Kim,   3,  2,  2, 0, 0,   0,   0,  0,   0,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
  2010fall,    4,     Kylie,   4,  2,  2, 0, 1,   0,   0,  0,   1,  0,  0,  0,   0, 0.500, 0.500, 0.500, 1.000
  2010fall,    5,     Kylie,   6,  3,  3, 1, 0,   0,   0,  0,   0,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
2010summer,    4,     Kylie,   5,  2,  2, 0, 0,   0,   0,  0,   0,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
2010summer,    5,     Kylie,   5,  2,  2, 0, 0,   0,   0,  0,   0,  0,  1,  0,   0, 0.000, 0.000, 0.000, 0.000
2010summer,    8,     Kylie,   5,  2,  2, 0, 0,   0,   0,  0,   0,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
  2011fall,    2,     Kylie,   6,  4,  4, 0, 1,   0,   0,  0,   0,  0,  1,  0,   0, 0.250, 0.250, 0.250, 0.500
  2011fall,    3,     Kylie,   1,  1,  1, 0, 0,   0,   0,  0,   0,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
  2011fall,    4,     Kylie,   6,  3,  3, 0, 1,   0,   0,  0,   0,  0,  0,  0,   0, 0.333, 0.333, 0.333, 0.667
  2011fall,    5,     Kylie,   3,  1,  1, 0, 0,   0,   0,  0,   0,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
  2011fall,    6,     Kylie,   6,  3,  2, 0, 1,   0,   0,  0,   0,  1,  0,  0,   0, 0.500, 0.667, 0.500, 1.167
2011summer,   10,     Kylie,   5,  2,  2, 0, 0,   0,   0,  0,   1,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
  2012fall,    1,     Kylie,   6,  4,  3, 0, 0,   0,   0,  0,   0,  1,  0,  0,   0, 0.000, 0.250, 0.000, 0.250
  2012fall,    2,     Kylie,   5,  3,  3, 0, 0,   0,   0,  0,   0,  0,  1,  0,   0, 0.000, 0.000, 0.000, 0.000
  2012fall,    3,     Kylie,   6,  4,  4, 0, 0,   0,   0,  0,   1,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
  2012fall,    5,     Kylie,   7,  4,  4, 0, 1,   0,   0,  0,   0,  0,  1,  0,   0, 0.250, 0.250, 0.250, 0.500
2012spring,    2,     Kylie,   4,  1,  1, 0, 0,   0,   0,  0,   1,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
2012spring,    3,     Kylie,   2,  1,  1, 0, 0,   0,   0,  0,   0,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
2012summer,    2,     Kylie,   8,  4,  4, 0, 0,   0,   0,  0,   0,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
2012summer,    3,     Kylie,   5,  2,  2, 0, 0,   0,   0,  0,   0,  0,  0,  0,   1, 0.000, 0.000, 0.000, 0.000
2012summer,    7,     Kylie,   6,  2,  2, 0, 1,   0,   0,  0,   0,  0,  0,  0,   0, 0.500, 0.500, 0.500, 1.000
2012summer,    8,     Kylie,   3,  2,  2, 1, 1,   0,   0,  0,   0,  0,  0,  0,   0, 0.500, 0.500, 0.500, 1.000
2012summer,   11,     Kylie,   6,  3,  2, 0, 0,   0,   0,  0,   0,  1,  0,  0,   0, 0.000, 0.333, 0.000, 0.333
2012summer,   12,     Kylie,   5,  3,  2, 1, 2,   0,   0,  0,   2,  1,  0,  0,   0, 1.000, 1.000, 1.000, 2.000
2012summer,   13,     Kylie,   7,  3,  3, 0, 1,   0,   0,  0,   0,  0,  0,  0,   0, 0.333, 0.333, 0.333, 0.667
2013summer,    2,     Kylie,   5,  2,  2, 1, 0,   0,   0,  0,   0,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
2010summer,    3,     Leena,   5,  2,  2, 1, 2,   0,   0,  0,   1,  0,  0,  0,   0, 1.000, 1.000, 1.000, 2.000
2010summer,    4,     Leena,   4,  1,  1, 0, 1,   0,   0,  0,   0,  0,  0,  0,   0, 1.000, 1.000, 1.000, 2.000
2010summer,    5,     Leena,   5,  3,  3, 0, 0,   0,   0,  0,   0,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
2010summer,    6,     Leena,   5,  3,  2, 0, 1,   0,   0,  0,   1,  1,  0,  0,   0, 0.500, 0.667, 0.500, 1.167
2010summer,    7,     Leena,   5,  3,  2, 0, 0,   0,   0,  0,   0,  1,  0,  0,   0, 0.000, 0.333, 0.000, 0.333
2010summer,   11,     Leena,   4,  1,  1, 0, 0,   0,   0,  0,   0,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
  2011fall,    3,     Leena,   5,  3,  2, 0, 0,   0,   0,  0,   0,  1,  1,  0,   0, 0.000, 0.333, 0.000, 0.333
  2011fall,    4,     Leena,   6,  3,  3, 1, 1,   0,   0,  0,   0,  0,  0,  0,   0, 0.333, 0.333, 0.333, 0.667
  2011fall,    5,     Leena,   4,  2,  2, 0, 0,   0,   0,  0,   0,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
  2011fall,    6,     Leena,   6,  2,  2, 0, 0,   0,   0,  0,   0,  0,  1,  0,   0, 0.000, 0.000, 0.000, 0.000
2011summer,    1,     Leena,   5,  2,  1, 2, 1,   0,   0,  0,   0,  1,  0,  0,   0, 1.000, 1.000, 1.000, 2.000
2011summer,    2,     Leena,   5,  1,  1, 0, 0,   0,   0,  0,   0,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
2011summer,    4,     Leena,   2,  1,  1, 0, 0,   0,   0,  0,   0,  0,  1,  0,   0, 0.000, 0.000, 0.000, 0.000
2011summer,   11,     Leena,   3,  1,  1, 0, 0,   0,   0,  0,   0,  0,  1,  0,   0, 0.000, 0.000, 0.000, 0.000
2012summer,    8,     Leena,   3,  1,  1, 0, 0,   0,   0,  0,   0,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
2013summer,    1,     Leena,   5,  3,  3, 1, 0,   0,   0,  0,   1,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
2013summer,    5,     Leena,   6,  4,  2, 0, 0,   0,   0,  0,   0,  2,  0,  0,   0, 0.000, 0.500, 0.000, 0.500
  2011fall,    1,     Linda,   5,  2,  2, 0, 0,   0,   0,  0,   0,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
  2012fall,    4,     Linda,   6,  4,  4, 0, 0,   0,   0,  0,   1,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
2012summer,    4,     Linda,   2,  1,  1, 0, 0,   0,   0,  0,   0,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
  2010fall,    4,     Mario,   4,  3,  0, 1, 0,   0,   0,  0,   0,  3,  0,  0,   0, 0.000, 1.000, 0.000, 1.000
  2010fall,    5,     Mario,   3,  2,  2, 0, 1,   0,   0,  0,   0,  0,  0,  0,   0, 0.500, 0.500, 0.500, 1.000
  2010fall,    6,     Mario,   7,  3,  3, 0, 2,   0,   0,  0,   0,  0,  0,  0,   0, 0.667, 0.667, 0.667, 1.333
2010summer,    4,     Mario,   5,  2,  2, 0, 1,   0,   0,  0,   0,  0,  0,  0,   0, 0.500, 0.500, 0.500, 1.000
2010summer,    5,     Mario,   5,  3,  3, 0, 1,   0,   0,  0,   0,  0,  0,  0,   0, 0.333, 0.333, 0.333, 0.667
2010summer,   11,     Mario,   7,  4,  4, 0, 3,   0,   0,  0,   2,  0,  0,  0,   0, 0.750, 0.750, 0.750, 1.500
  2011fall,    1,     Mario,   1,  1,  1, 0, 0,   0,   0,  0,   0,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
  2011fall,    3,     Mario,   3,  3,  2, 0, 0,   0,   0,  0,   0,  1,  1,  0,   0, 0.000, 0.333, 0.000, 0.333
  2011fall,    6,     Mario,   3,  1,  1, 0, 0,   0,   0,  0,   0,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
2011summer,    1,     Mario,   5,  3,  2, 1, 2,   1,   0,  0,   1,  1,  0,  0,   0, 1.000, 1.000, 1.500, 2.500
2011summer,    5,     Mario,   5,  2,  2, 1, 1,   0,   0,  0,   0,  0,  0,  0,   0, 0.500, 0.500, 0.500, 1.000
2011summer,    6,     Mario,   7,  3,  3, 1, 1,   0,   1,  0,   0,  0,  0,  0,   0, 0.333, 0.333, 1.000, 1.333
2011summer,   10,     Mario,   5,  3,  3, 0, 1,   1,   0,  0,   0,  0,  0,  0,   0, 0.333, 0.333, 0.667, 1.000
2011summer,   11,     Mario,   5,  3,  3, 0, 3,   0,   0,  0,   1,  0,  0,  0,   0, 1.000, 1.000, 1.000, 2.000
  2012fall,    2,     Mario,   5,  3,  3, 0, 1,   0,   0,  0,   1,  0,  0,  0,   0, 0.333, 0.333, 0.333, 0.667
  2012fall,    5,     Mario,   7,  5,  5, 0, 3,   2,   0,  0,   1,  0,  0,  0,   0, 0.600, 0.600, 1.000, 1.600
2012summer,    2,     Mario,   8,  4,  4, 0, 0,   0,   0,  0,   0,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
2012summer,   11,     Mario,   6,  3,  3, 1, 3,   0,   0,  0,   1,  0,  0,  0,   0, 1.000, 1.000, 1.000, 2.000
2012summer,   12,     Mario,   5,  3,  3, 2, 3,   0,   1,  0,   2,  0,  0,  0,   0, 1.000, 1.000, 1.667, 2.667
2012summer,   13,     Mario,   7,  3,  3, 1, 1,   0,   0,  0,   0,  0,  0,  0,   0, 0.333, 0.333, 0.333, 0.667
  2012fall,    2,      Mark,   5,  3,  3, 1, 2,   0,   1,  0,   1,  0,  0,  0,   0, 0.667, 0.667, 1.333, 2.000
  2012fall,    3,      Mark,   6,  4,  4, 1, 3,   0,   1,  0,   4,  0,  1,  0,   0, 0.750, 0.750, 1.250, 2.000
2012summer,    1,      Mark,   4,  2,  2, 0, 0,   0,   0,  0,   0,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
2012summer,    2,      Mark,   8,  4,  4, 1, 3,   2,   0,  0,   0,  0,  0,  0,   0, 0.750, 0.750, 1.250, 2.000
2012summer,    3,      Mark,   2,  1,  1, 0, 1,   0,   0,  0,   0,  0,  0,  0,   0, 1.000, 1.000, 1.000, 2.000
2012summer,    4,      Mark,   2,  2,  2, 2, 2,   0,   0,  1,   3,  0,  0,  0,   0, 1.000, 1.000, 2.500, 3.500
2012summer,    5,      Mark,   6,  2,  2, 2, 2,   0,   1,  1,   2,  0,  0,  0,   0, 1.000, 1.000, 3.500, 4.500
2012summer,    6,      Mark,   6,  3,  3, 0, 1,   0,   0,  0,   1,  0,  0,  0,   0, 0.333, 0.333, 0.333, 0.667
2012summer,    7,      Mark,   7,  3,  3, 0, 1,   0,   0,  0,   0,  0,  0,  0,   0, 0.333, 0.333, 0.333, 0.667
2012summer,    8,      Mark,   5,  3,  3, 0, 2,   0,   0,  0,   2,  0,  0,  0,   0, 0.667, 0.667, 0.667, 1.333
2012summer,    9,      Mark,   7,  3,  3, 0, 1,   0,   0,  0,   0,  0,  0,  0,   0, 0.333, 0.333, 0.333, 0.667
2012summer,   11,      Mark,   6,  3,  3, 0, 2,   0,   0,  0,   1,  0,  0,  0,   0, 0.667, 0.667, 0.667, 1.333
2012summer,   12,      Mark,   5,  3,  3, 2, 2,   0,   0,  0,   0,  0,  0,  0,   0, 0.667, 0.667, 0.667, 1.333
2012summer,   13,      Mark,   7,  3,  3, 0, 2,   0,   0,  0,   1,  0,  0,  0,   0, 0.667, 0.667, 0.667, 1.333
2013summer,    1,      Mark,   2,  2,  2, 1, 2,   1,   1,  0,   2,  0,  0,  0,   0, 1.000, 1.000, 2.500, 3.500
2013summer,    2,      Mark,   5,  2,  2, 0, 1,   0,   0,  0,   0,  0,  0,  0,   0, 0.500, 0.500, 0.500, 1.000
2013summer,    3,      Mark,   4,  3,  3, 2, 3,   0,   0,  1,   4,  0,  0,  0,   0, 1.000, 1.000, 2.000, 3.000
2013summer,    4,      Mark,   7,  3,  3, 0, 1,   0,   0,  0,   0,  0,  0,  0,   0, 0.333, 0.333, 0.333, 0.667
2013summer,    5,      Mark,   4,  2,  2, 0, 1,   1,   0,  0,   0,  0,  0,  0,   0, 0.500, 0.500, 1.000, 1.500
  2010fall,    2,  Meridith,   5,  2,  2, 0, 0,   0,   0,  0,   1,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
  2010fall,    6,  Meridith,   7,  3,  3, 0, 1,   0,   0,  0,   0,  0,  0,  0,   0, 0.333, 0.333, 0.333, 0.667
2010summer,    3,  Meridith,   5,  1,  1, 0, 0,   0,   0,  0,   0,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
2011summer,    1,  Meridith,   5,  3,  1, 1, 0,   0,   0,  0,   0,  2,  0,  0,   0, 0.000, 0.667, 0.000, 0.667
2011summer,    6,  Meridith,   4,  1,  1, 0, 0,   0,   0,  0,   0,  0,  1,  0,   0, 0.000, 0.000, 0.000, 0.000
  2011fall,    1,  Michelle,   5,  3,  3, 0, 0,   0,   0,  0,   0,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
  2011fall,    2,  Michelle,   6,  4,  2, 0, 0,   0,   0,  0,   0,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
  2011fall,    3,  Michelle,   5,  4,  4, 0, 2,   0,   0,  0,   1,  0,  0,  0,   0, 0.500, 0.500, 0.500, 1.000
  2011fall,    4,  Michelle,   6,  4,  4, 0, 1,   0,   0,  0,   0,  0,  0,  0,   1, 0.250, 0.250, 0.250, 0.500
  2011fall,    5,  Michelle,   7,  3,  3, 1, 2,   0,   0,  0,   0,  0,  0,  0,   0, 0.667, 0.667, 0.667, 1.333
  2011fall,    6,  Michelle,   6,  3,  2, 1, 1,   0,   0,  0,   0,  1,  0,  0,   0, 0.500, 0.667, 0.500, 1.167
2011summer,    2,  Michelle,   5,  2,  2, 0, 0,   0,   0,  0,   0,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
2011summer,    4,  Michelle,   2,  1,  1, 0, 0,   0,   0,  0,   0,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
2011summer,    6,  Michelle,   7,  3,  3, 0, 0,   0,   0,  0,   0,  0,  0,  0,   0, 0.000, 0.000, 0.000, 0.000
2011summer,   10,  Michelle,   5,  3,  2, 2, 1,   0,   0,  0,   0,  1,  0,  0,   0, 0.500, 0.667, 0.500, 1.167
