games, batters, inn,  PA,  AB,  R,   H, X2B, X3B, HR, RBI, BB, SO, SF, GDP,    BA,   OBP,   SLG,   OPS,    SA,     RC,     XR
   11,     137,  61, 351, 325, 99, 150,  17,   4, 15,  99, 24, 12,  2,   0, 0.462, 0.496, 0.677, 1.173, 0.289, 97.698, 88.054
