games, batters, inn,  PA,  AB,  R,  H, X2B, X3B, HR, RBI, BB, SO, SF, GDP,    BA,   OBP,   SLG,   OPS,    SA,     RC,     XR
    7,      85,  38, 213, 205, 64, 99,   9,   6, 15,  65,  5,  9,  3,   0, 0.483, 0.488, 0.805, 1.293, 0.346, 67.753, 62.810
